filename,unix_time,nuc_frame_recv_us,frame_seq,ch,flags,newRisingEdge,newFallingEdge,count,wnR,wnF,towMsR,towSubMsR,towMsF,towSubMsF,accEst
frame_000000.jpg,1774942452,1774942452950675,15,0,149,1,1,56325,2336,2336,5588808,13726,5588818,9859,4294967295
frame_000001.jpg,1774942453,1774942453050881,16,0,149,1,1,56326,2336,2336,5588908,14953,5588918,176671,4294967295
frame_000002.jpg,1774942453,1774942453150792,17,0,149,1,1,56327,2336,2336,5589008,14656,5589018,11304,4294967295
frame_000003.jpg,1774942453,1774942453250716,18,0,149,1,1,56328,2336,2336,5589108,14960,5589118,132992,4294967295
frame_000004.jpg,1774942453,1774942453350698,19,0,149,1,1,56329,2336,2336,5589208,15265,5589218,9437,4294967295
frame_000005.jpg,1774942453,1774942453450881,20,0,149,1,1,56330,2336,2336,5589308,15570,5589318,9039,4294967295
frame_000006.jpg,1774942453,1774942453550769,21,0,149,1,1,56331,2336,2336,5589408,15875,5589418,351062,4294967295
frame_000007.jpg,1774942453,1774942453650797,22,0,149,1,1,56332,2336,2336,5589508,5406,5589518,576601,4294967295
frame_000008.jpg,1774942453,1774942453750750,23,0,149,1,1,56333,2336,2336,5589608,8359,5589618,71640,4294967295
frame_000009.jpg,1774942453,1774942453850806,24,0,149,1,1,56334,2336,2336,5589708,9265,5589718,290570,4294967295
frame_000010.jpg,1774942453,1774942453950866,25,0,149,1,1,56335,2336,2336,5589808,8968,5589818,352429,4294967295
frame_000011.jpg,1774942454,1774942454050924,26,0,149,1,1,56336,2336,2336,5589908,9273,5589918,377593,4294967295
frame_000012.jpg,1774942454,1774942454150753,27,0,149,1,1,56337,2336,2336,5590008,9578,5590018,14343,4294967295
frame_000013.jpg,1774942454,1774942454250960,28,0,149,1,1,56338,2336,2336,5590108,9882,5590118,10976,4294967295
frame_000014.jpg,1774942454,1774942454350694,29,0,149,1,1,56339,2336,2336,5590208,10187,5590218,70070,4294967295
frame_000015.jpg,1774942454,1774942454450785,30,0,149,1,1,56340,2336,2336,5590308,10492,5590318,416937,4294967295
frame_000016.jpg,1774942454,1774942454550738,31,0,149,1,1,56341,2336,2336,5590408,10468,5590418,399179,4294967295
frame_000017.jpg,1774942454,1774942454650779,32,0,149,1,1,56342,2336,2336,5590508,4695,5590518,536132,4294967295
frame_000018.jpg,1774942454,1774942454750702,33,0,149,1,1,56343,2336,2336,5590608,11078,5590618,10585,4294967295
frame_000019.jpg,1774942454,1774942454850711,34,0,149,1,1,56344,2336,2336,5590708,11382,5590718,145203,4294967295
frame_000020.jpg,1774942454,1774942454950663,35,0,149,1,1,56345,2336,2336,5590808,12609,5590818,11195,4294967295
frame_000021.jpg,1774942455,1774942455050681,36,0,149,1,1,56346,2336,2336,5590908,11992,5590918,239109,4294967295
frame_000022.jpg,1774942455,1774942455150809,37,0,149,1,1,56347,2336,2336,5591008,13218,5591018,9250,4294967295
frame_000023.jpg,1774942455,1774942455250732,38,0,149,1,1,56348,2336,2336,5591108,12921,5591118,37914,4294967295
frame_000024.jpg,1774942455,1774942455350703,39,0,149,1,1,56349,2336,2336,5591208,13226,5591218,7046,4294967295
frame_000025.jpg,1774942455,1774942455450816,40,0,149,1,1,56350,2336,2336,5591308,13203,5591318,123812,4294967295
frame_000026.jpg,1774942455,1774942455550769,41,0,149,1,1,56351,2336,2336,5591408,13835,5591418,13101,4294967295
frame_000027.jpg,1774942455,1774942455650782,42,0,149,1,1,56352,2336,2336,5591508,4804,5591518,96257,4294967295
frame_000028.jpg,1774942455,1774942455750855,43,0,149,1,1,56353,2336,2336,5591608,6320,5591618,270351,4294967295
frame_000029.jpg,1774942455,1774942455850751,44,0,149,1,1,56354,2336,2336,5591708,6296,5591718,11343,4294967295
frame_000030.jpg,1774942455,1774942455950720,45,0,149,1,1,56355,2336,2336,5591808,6929,5591818,10507,4294967295
frame_000031.jpg,1774942456,1774942456050774,46,0,149,1,1,56356,2336,2336,5591908,7234,5591918,10898,4294967295
frame_000032.jpg,1774942456,1774942456150736,47,0,149,1,1,56357,2336,2336,5592008,7539,5592018,9953,4294967295
frame_000033.jpg,1774942456,1774942456250678,48,0,149,1,1,56358,2336,2336,5592108,7843,5592118,13234,4294967295
frame_000034.jpg,1774942456,1774942456350606,49,0,149,1,1,56359,2336,2336,5592208,8148,5592218,229437,4294967295
frame_000035.jpg,1774942456,1774942456450759,50,0,149,1,1,56360,2336,2336,5592308,9046,5592318,7484,4294967295
frame_000036.jpg,1774942456,1774942456550666,51,0,149,1,1,56361,2336,2336,5592408,8750,5592418,11062,4294967295
frame_000037.jpg,1774942456,1774942456650758,52,0,149,1,1,56362,2336,2336,5592508,6085,5592518,98593,4294967295
frame_000038.jpg,1774942456,1774942456750746,53,0,149,1,1,56363,2336,2336,5592608,9039,5592618,7617,4294967295
