filename,unix_time,nuc_frame_recv_us,frame_seq,ch,flags,newRisingEdge,newFallingEdge,count,wnR,wnF,towMsR,towSubMsR,towMsF,towSubMsF,accEst
frame_000000.jpg,1774941601,1774941601231426,7,0,149,1,1,47808,2336,2336,4737108,12851,4737118,14015,4294967295
frame_000001.jpg,1774941601,1774941601331327,8,0,149,1,1,47809,2336,2336,4737208,13148,4737218,14320,4294967295
frame_000002.jpg,1774941601,1774941601431461,9,0,149,1,1,47810,2336,2336,4737308,13453,4737318,7039,4294967295
frame_000003.jpg,1774941601,1774941601531173,10,0,149,1,1,47811,2336,2336,4737408,13757,4737418,14929,4294967295
frame_000004.jpg,1774941601,1774941601631233,11,0,149,1,1,47812,2336,2336,4737508,6976,4737518,103812,4294967295
frame_000005.jpg,1774941601,1774941601731232,12,0,149,1,1,47813,2336,2336,4737608,14046,4737618,7953,4294967295
frame_000006.jpg,1774941601,1774941601831228,13,0,149,1,1,47814,2336,2336,4737708,14671,4737718,7390,4294967295
frame_000007.jpg,1774941601,1774941601931615,14,0,149,1,1,47815,2336,2336,4737808,14976,4737818,7898,4294967295
frame_000008.jpg,1774941602,1774941602031407,15,0,149,1,1,47816,2336,2336,4737908,15281,4737918,8203,4294967295
frame_000009.jpg,1774941602,1774941602131256,16,0,149,1,1,47817,2336,2336,4738008,15585,4738018,10976,4294967295
frame_000010.jpg,1774941602,1774941602231270,17,0,149,1,1,47818,2336,2336,4738108,8359,4738118,13304,4294967295
frame_000011.jpg,1774941602,1774941602331202,18,0,149,1,1,47819,2336,2336,4738208,16195,4738218,9226,4294967295
frame_000012.jpg,1774941602,1774941602431466,19,0,149,1,1,47820,2336,2336,4738308,16492,4738318,9390,4294967295
frame_000013.jpg,1774941602,1774941602531313,20,0,149,1,1,47821,2336,2336,4738408,16796,4738418,9968,4294967295
frame_000014.jpg,1774941602,1774941602631206,21,0,149,1,1,47822,2336,2336,4738508,6328,4738518,102937,4294967295
frame_000015.jpg,1774941602,1774941602731471,22,0,149,1,1,47823,2336,2336,4738608,9281,4738618,359437,4294967295
frame_000016.jpg,1774941602,1774941602831639,23,0,149,1,1,47824,2336,2336,4738708,9585,4738718,7015,4294967295
frame_000017.jpg,1774941602,1774941602931380,24,0,149,1,1,47825,2336,2336,4738808,9890,4738818,15101,4294967295
frame_000018.jpg,1774941603,1774941603031639,25,0,149,1,1,47826,2336,2336,4738908,10796,4738918,11351,4294967295
frame_000019.jpg,1774941603,1774941603131251,26,0,149,1,1,47827,2336,2336,4739008,10500,4739018,11679,4294967295
frame_000020.jpg,1774941603,1774941603231380,27,0,149,1,1,47828,2336,2336,4739108,10804,4739118,15820,4294967295
