filename,unix_time,nuc_frame_recv_us,frame_seq,ch,flags,newRisingEdge,newFallingEdge,count,wnR,wnF,towMsR,towSubMsR,towMsF,towSubMsF,accEst
frame_000000.jpg,1774941849,1774941849538136,4,0,149,1,1,50275,2336,2336,4983808,8187,4983818,9062,4294967295
frame_000001.jpg,1774941849,1774941849638113,5,0,149,1,1,50276,2336,2336,4983908,8492,4983918,10546,4294967295
frame_000002.jpg,1774941849,1774941849738070,6,0,149,1,1,50277,2336,2336,4984008,8468,4984018,10468,4294967295
frame_000003.jpg,1774941849,1774941849837962,7,0,149,1,1,50278,2336,2336,4984108,9101,4984118,12070,4294967295
frame_000004.jpg,1774941849,1774941849937874,8,0,149,1,1,50279,2336,2336,4984208,9078,4984218,9828,4294967295
frame_000005.jpg,1774941850,1774941850037985,9,0,149,1,1,50280,2336,2336,4984308,9710,4984318,10179,4294967295
frame_000006.jpg,1774941850,1774941850137901,10,0,149,1,1,50281,2336,2336,4984408,10015,4984418,13484,4294967295
frame_000007.jpg,1774941850,1774941850237880,11,0,149,1,1,50282,2336,2336,4984508,4804,4984518,94851,4294967295
frame_000008.jpg,1774941850,1774941850337959,12,0,149,1,1,50283,2336,2336,4984608,10296,4984618,12429,4294967295
frame_000009.jpg,1774941850,1774941850437945,13,0,149,1,1,50288,2336,2336,4985108,12140,4985118,14062,4294967295
frame_000010.jpg,1774941850,1774941850537908,14,0,149,1,1,50289,2336,2336,4985208,12445,4985218,10859,4294967295
frame_000011.jpg,1774941850,1774941850637941,15,0,149,1,1,50290,2336,2336,4985308,12750,4985318,29390,4294967295
frame_000012.jpg,1774941850,1774941850737885,16,0,149,1,1,50291,2336,2336,4985408,13054,4985418,13359,4294967295
frame_000013.jpg,1774941850,1774941850837952,17,0,149,1,1,50292,2336,2336,4985508,6328,4985518,97726,4294967295
frame_000014.jpg,1774941850,1774941850937935,18,0,149,1,1,50293,2336,2336,4985608,13656,4985618,7328,4294967295
frame_000015.jpg,1774941851,1774941851038007,19,0,149,1,1,50294,2336,2336,4985708,13960,4985718,7609,4294967295
frame_000016.jpg,1774941851,1774941851137957,20,0,149,1,1,50295,2336,2336,4985808,14265,4985818,8046,4294967295
frame_000017.jpg,1774941851,1774941851238000,21,0,149,1,1,50296,2336,2336,4985908,14570,4985918,8351,4294967295
frame_000018.jpg,1774941851,1774941851338129,22,0,149,1,1,50297,2336,2336,4986008,14875,4986018,8656,4294967295
frame_000019.jpg,1774941851,1774941851437959,23,0,149,1,1,50298,2336,2336,4986108,14851,4986118,8843,4294967295
frame_000020.jpg,1774941851,1774941851537914,24,0,149,1,1,50301,2336,2336,4986408,15765,4986418,9757,4294967295
frame_000021.jpg,1774941851,1774941851637930,25,0,149,1,1,50302,2336,2336,4986508,5359,4986518,96148,4294967295
frame_000022.jpg,1774941851,1774941851738024,26,0,149,1,1,50303,2336,2336,4986608,9171,4986618,10476,4294967295
frame_000023.jpg,1774941851,1774941851837900,27,0,149,1,1,50304,2336,2336,4986708,8875,4986718,10781,4294967295
frame_000024.jpg,1774941851,1774941851938065,28,0,149,1,1,50305,2336,2336,4986808,8859,4986818,11226,4294967295
frame_000025.jpg,1774941852,1774941852037995,29,0,149,1,1,50306,2336,2336,4986908,9484,4986918,11390,4294967295
frame_000026.jpg,1774941852,1774941852138138,30,0,149,1,1,50307,2336,2336,4987008,9789,4987018,12585,4294967295
frame_000027.jpg,1774941852,1774941852237989,31,0,149,1,1,50308,2336,2336,4987108,10093,4987118,12000,4294967295
frame_000028.jpg,1774941852,1774941852338097,32,0,149,1,1,50309,2336,2336,4987208,10398,4987218,12445,4294967295
frame_000029.jpg,1774941852,1774941852437967,33,0,149,1,1,50312,2336,2336,4987508,4898,4987518,7289,4294967295
frame_000030.jpg,1774941852,1774941852537928,34,0,149,1,1,50313,2336,2336,4987608,11617,4987618,9710,4294967295
frame_000031.jpg,1774941852,1774941852638189,35,0,149,1,1,50314,2336,2336,4987708,11921,4987718,9515,4294967295
frame_000032.jpg,1774941852,1774941852737997,36,0,149,1,1,50315,2336,2336,4987808,12226,4987818,5992,4294967295
frame_000033.jpg,1774941852,1774941852838044,37,0,149,1,1,50316,2336,2336,4987908,12523,4987918,10156,4294967295
frame_000034.jpg,1774941852,1774941852937969,38,0,149,1,1,50317,2336,2336,4988008,12828,4988018,8960,4294967295
frame_000035.jpg,1774941853,1774941853037984,39,0,149,1,1,50318,2336,2336,4988108,13132,4988118,14726,4294967295
frame_000036.jpg,1774941853,1774941853138052,40,0,149,1,1,50319,2336,2336,4988208,13437,4988218,12984,4294967295
frame_000037.jpg,1774941853,1774941853237948,41,0,149,1,1,50320,2336,2336,4988308,13742,4988318,7539,4294967295
frame_000038.jpg,1774941853,1774941853338059,42,0,149,1,1,50321,2336,2336,4988408,14046,4988418,7820,4294967295
frame_000039.jpg,1774941853,1774941853437909,43,0,149,1,1,50322,2336,2336,4988508,5085,4988518,98898,4294967295
frame_000040.jpg,1774941853,1774941853538013,44,0,149,1,1,50323,2336,2336,4988608,6531,4988618,9289,4294967295
frame_000041.jpg,1774941853,1774941853638030,45,0,149,1,1,50324,2336,2336,4988708,7437,4988718,12781,4294967295
frame_000042.jpg,1774941853,1774941853737977,46,0,149,1,1,50325,2336,2336,4988808,7742,4988818,7562,4294967295
frame_000043.jpg,1774941853,1774941853837928,47,0,149,1,1,50326,2336,2336,4988908,7445,4988918,13523,4294967295
frame_000044.jpg,1774941853,1774941853938074,48,0,149,1,1,50327,2336,2336,4989008,7750,4989018,9664,4294967295
frame_000045.jpg,1774941854,1774941854038238,49,0,149,1,1,50328,2336,2336,4989108,8054,4989118,13812,4294967295
frame_000046.jpg,1774941854,1774941854137992,50,0,149,1,1,50329,2336,2336,4989208,8359,4989218,14578,4294967295
frame_000047.jpg,1774941854,1774941854237967,51,0,149,1,1,50330,2336,2336,4989308,8664,4989318,10242,4294967295
frame_000048.jpg,1774941854,1774941854337957,52,0,149,1,1,50331,2336,2336,4989408,8968,4989418,15273,4294967295
frame_000049.jpg,1774941854,1774941854438149,53,0,149,1,1,50332,2336,2336,4989508,6617,4989518,97281,4294967295
frame_000050.jpg,1774941854,1774941854538011,54,0,149,1,1,50333,2336,2336,4989608,9578,4989618,11296,4294967295
frame_000051.jpg,1774941854,1774941854637961,55,0,149,1,1,50334,2336,2336,4989708,9882,4989718,11601,4294967295
frame_000052.jpg,1774941854,1774941854737974,56,0,149,1,1,50335,2336,2336,4989808,10187,4989818,11906,4294967295
frame_000053.jpg,1774941854,1774941854837924,57,0,149,1,1,50336,2336,2336,4989908,10492,4989918,8429,4294967295
frame_000054.jpg,1774941854,1774941854938006,58,0,149,1,1,50337,2336,2336,4990008,10789,4990018,8601,4294967295
frame_000055.jpg,1774941855,1774941855038019,59,0,149,1,1,50338,2336,2336,4990108,11093,4990118,503531,4294967295
frame_000056.jpg,1774941855,1774941855138029,60,0,149,1,1,50339,2336,2336,4990208,11398,4990218,13117,4294967295
frame_000057.jpg,1774941855,1774941855238013,61,0,149,1,1,50340,2336,2336,4990308,11382,4990318,484960,4294967295
frame_000058.jpg,1774941855,1774941855338047,62,0,149,1,1,50341,2336,2336,4990408,12007,4990418,486429,4294967295
frame_000059.jpg,1774941855,1774941855437942,63,0,149,1,1,50342,2336,2336,4990508,4906,4990518,515648,4294967295
frame_000060.jpg,1774941855,1774941855537926,64,0,149,1,1,50343,2336,2336,4990608,4492,4990618,320937,4294967295
frame_000061.jpg,1774941855,1774941855638105,65,0,149,1,1,50344,2336,2336,4990708,5398,4990718,389507,4294967295
frame_000062.jpg,1774941855,1774941855738126,66,0,149,1,1,50345,2336,2336,4990808,5101,4990818,93937,4294967295
frame_000063.jpg,1774941855,1774941855838028,67,0,149,1,1,50346,2336,2336,4990908,5406,4990918,11703,4294967295
frame_000064.jpg,1774941855,1774941855938074,68,0,149,1,1,50347,2336,2336,4991008,5710,4991018,7593,4294967295
frame_000065.jpg,1774941856,1774941856038069,69,0,149,1,1,50348,2336,2336,4991108,6015,4991118,7859,4294967295
frame_000066.jpg,1774941856,1774941856138019,70,0,149,1,1,50349,2336,2336,4991208,6320,4991218,366453,4294967295
frame_000067.jpg,1774941856,1774941856237948,71,0,149,1,1,50350,2336,2336,4991308,6625,4991318,13007,4294967295
frame_000068.jpg,1774941856,1774941856338389,72,0,149,1,1,50351,2336,2336,4991408,14734,4991418,437874,4294967295
frame_000069.jpg,1774941856,1774941856438102,73,0,149,1,1,50352,2336,2336,4991508,5335,4991518,96320,4294967295
